column1,enrollments,h1,institution,language,level,pace,price,subject,time_duration,url,video_transcript
877,"10,771",Aprende a diseñar jardines verticales y cuadros vivos,UNCordobaX,Español,Introductory,Self-paced - Progress at your own speed,2391,Biology & Life Sciences,4 weeks - 1–2 hours per week,https://www.edx.org/course/aprende-a-disenar-jardines-verticales-y-cuadros-vivos?index=product&queryID=58a1d320a1a81199460b00c728e61a83&position=18&results_level=second-level-results&search_index=product&term=&campaign=Aprende+a+dise%C3%B1ar+jardines+verticales+y+cuadros+vivos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
878,"8,628",Bridging Differences,BerkeleyX,English,Introductory,Self-paced - Progress at your own speed,13935,Social Sciences,8 weeks - 2–3 hours per week,https://www.edx.org/course/bridging-differences?index=product&queryID=58a1d320a1a81199460b00c728e61a83&position=20&results_level=second-level-results&search_index=product&term=&campaign=Bridging+Differences&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
896,"26,842",18th-Century Opera: Handel & Mozart,HarvardX,English,Introductory,Self-paced - Progress at your own speed,11462,Music,5 weeks - 3–4 hours per week,https://www.edx.org/course/18th-century-opera-handel-mozart, English
879,-,"Software, Programming, and Database Basics",IBM,English,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,5 weeks - 7–10 hours per week,https://www.edx.org/course/introduction-to-software-programming-and-databases?index=product&queryID=58a1d320a1a81199460b00c728e61a83&position=24&results_level=second-level-results&search_index=product&term=&campaign=Software%2C+Programming%2C+and+Database+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
880,-,MLOps1 (Azure): Deploying AI & ML Models in Production using Microsoft Azure Machine Learning,Statistics.comX,English,Intermediate,Self-paced - Progress at your own speed,15585,Computer Science,4 weeks - 5–7 hours per week,https://www.edx.org/course/machine-learning-ops-ml-ops-building-a-pipeline-using-azure?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=5&results_level=second-level-results&search_index=product&term=&campaign=MLOps1+%28Azure%29%3A+Deploying+AI+%26+ML+Models+in+Production+using+Microsoft+Azure+Machine+Learning&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
881,-,Urban Rewilding: Restore Your Local Ecosystem,WageningenX,English,Introductory,Self-paced - Progress at your own speed,11462,Environmental Studies,3 weeks - 3–5 hours per week,https://www.edx.org/course/urban-rewilding-restore-your-local-ecosystem?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=7&results_level=second-level-results&search_index=product&term=&campaign=Urban+Rewilding%3A+Restore+Your+Local+Ecosystem&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
882,"19,595",Urban Design for the Public Good: Dutch Urbanism,DelftX,English,Introductory,Self-paced - Progress at your own speed,17234,Engineering,8 weeks - 4–6 hours per week,https://www.edx.org/course/urban-design-for-the-public-good-dutch-urbanism?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=8&results_level=second-level-results&search_index=product&term=&campaign=Urban+Design+for+the+Public+Good%3A+Dutch+Urbanism&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, Русский"
883,"15,293",Computational Neuroscience: Neuronal Dynamics of Cognition,EPFLx,English,Advanced,Self-paced - Progress at your own speed,11462,Biology & Life Sciences,6 weeks - 4–6 hours per week,https://www.edx.org/course/computational-neuroscience-neuronal-dynamics-of-co?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=10&results_level=second-level-results&search_index=product&term=&campaign=Computational+Neuroscience%3A+Neuronal+Dynamics+of+Cognition&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
884,-,"A-level Further Mathematics for Year 13 - Course 1: Differential Equations, Further Integration, Curve Sketching, Complex Numbers, the Vector Product and Further Matrices",ImperialX,English,Intermediate,Self-paced - Progress at your own speed,5690,Math,7 weeks - 2–4 hours per week,https://www.edx.org/course/further-mathematics-year-13-course-1?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=11&results_level=second-level-results&search_index=product&term=&campaign=A-level+Further+Mathematics+for+Year+13+-+Course+1%3A+Differential+Equations%2C+Further+Integration%2C+Curve+Sketching%2C+Complex+Numbers%2C+the+Vector+Product+and+Further+Matrices&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
885,-,Open Source Software Development: Linux for Developers,LinuxFoundationX,English,Introductory,Self-paced - Progress at your own speed,12286,Computer Science,14 weeks - 1–2 hours per week,https://www.edx.org/course/open-source-software-development-linux-for-developers?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=13&results_level=second-level-results&search_index=product&term=&campaign=Open+Source+Software+Development%3A+Linux+for+Developers&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
886,-,Introduction to Cash Flow: Modelling and Forecasting,State-Bank-of-India,English,Intermediate,Self-paced - Progress at your own speed,18883,Economics & Finance,8 weeks - 3–4 hours per week,https://www.edx.org/course/introduction-to-cash-flow-modelling-and-forecasting?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=15&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Cash+Flow%3A+Modelling+and+Forecasting&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
887,"44,055",Retail Fundamentals,DartmouthX,English,Intermediate,Self-paced - Progress at your own speed,14760,Business & Management,4 weeks - 3–5 hours per week,https://www.edx.org/course/retail-fundamentals-2?index=product&queryID=68e0bfd1c851db774c5967d0934a07c4&position=16&results_level=second-level-results&search_index=product&term=&campaign=Retail+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
888,"12,83,511",CS50's Web Programming with Python and JavaScript,HarvardX,English,Intermediate,Self-paced - Progress at your own speed,16409,Computer Science,12 weeks - 6–9 hours per week,https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript?campaign=CS50%27s+Web+Programming+with+Python+and+JavaScript&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fintroduction-computer-science-harvardx-cs50x, English
889,"65,357","Algorithms: Design and Analysis, Part 1",StanfordOnline,English,Intermediate,Self-paced - Progress at your own speed,12286,Computer Science,6 weeks - 2–4 hours per week,https://www.edx.org/course/algorithms-design-and-analysis?campaign=Algorithms%3A+Design+and+Analysis%2C+Part+1&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fintroduction-computer-science-harvardx-cs50x, English
890,"1,68,106",CS50's Computer Science for Lawyers,HarvardX,English,Introductory,Self-paced - Progress at your own speed,24655,Computer Science,10 weeks - 3–6 hours per week,https://www.edx.org/course/cs50-for-lawyers?campaign=CS50%27s+Computer+Science+for+Lawyers&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fintroduction-computer-science-harvardx-cs50x, English
891,-,Scripting with Python,SNHUx,English,Introductory,Self-paced - Progress at your own speed,41064,Computer Science,16 weeks - 8–10 hours per week,https://www.edx.org/course/scripting-with-python?campaign=Scripting+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fcs50s-introduction-to-programming-with-python, English
897,"43,132","Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",IMFx,English,Intermediate,Self-paced - Progress at your own speed,2061,Economics & Finance,6 weeks - 5–6 hours per week,https://www.edx.org/course/financial-programming-policies-part-1-imfx-fpp-1x-1, English
898,-,Predictive Analytics: Basic Modeling Techniques,Statistics.comX,English,Intermediate,Self-paced - Progress at your own speed,15585,Data Analysis & Statistics,4 weeks - 5–7 hours per week,https://www.edx.org/course/predictive-analytics-basic-modeling-techniques,NA
899,"84,959",Databases: Relational Databases and SQL,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,4123,Computer Science,2 weeks - 8–10 hours per week,https://www.edx.org/course/databases-5-sql?campaign=Databases%3A+Relational+Databases+and+SQL&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fcs50s-web-programming-with-python-and-javascript, English
900,-,Probability - The Science of Uncertainty and Data,MITx,English,Advanced,Instructor-paced - Instructor led on a course schedule,24737,Data Analysis & Statistics,16 weeks - 10–14 hours per week,https://www.edx.org/course/probability-the-science-of-uncertainty-and-data?campaign=Probability+-+The+Science+of+Uncertainty+and+Data&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fexcel-for-the-99, English
901,"2,15,665",Human Anatomy: Musculoskeletal Cases,HarvardX,English,Intermediate,Self-paced - Progress at your own speed,11462,Medicine,7 weeks - 3–6 hours per week,https://www.edx.org/course/anatomyx-musculoskeletal-cases?campaign=Human+Anatomy%3A+Musculoskeletal+Cases&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fexcel-for-the-99, English
902,"57,816",Google Cloud Computing Foundations: Cloud Computing Fundamentals,GoogleCloud,English,Introductory,Self-paced - Progress at your own speed,8163,Computer Science,1 weeks - 5–6 hours per week,https://www.edx.org/course/google-cloud-computing-foundations-cloud-computing-fundamentals?webview=false&campaign=Google+Cloud+Computing+Foundations%3A+Cloud+Computing+Fundamentals&source=edx&product_category=course, English
903,"1,62,282",Introduction to Probability,HarvardX,English,Intermediate,Self-paced - Progress at your own speed,9813,Data Analysis & Statistics,10 weeks - 5–10 hours per week,https://www.edx.org/course/introduction-to-probability?campaign=Introduction+to+Probability&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fprobability-the-science-of-uncertainty-and-data, English
904,"5,626",MathTrackX: Statistics,AdelaideX,English,Introductory,Self-paced - Progress at your own speed,6514,Math,4 weeks - 3–6 hours per week,https://www.edx.org/course/mathtrackx-statistics?campaign=MathTrackX%3A+Statistics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fprobability-the-science-of-uncertainty-and-data, English
905,"1,49,759",Fundamentals of Statistics,MITx,English,Advanced,Instructor-paced - Instructor led on a course schedule,24737,Data Analysis & Statistics,17 weeks - 10–14 hours per week,https://www.edx.org/course/fundamentals-of-statistics?campaign=Fundamentals+of+Statistics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fprobability-the-science-of-uncertainty-and-data, English
906,"50,411",Data Analytics for Business,GTx,English,Advanced,Instructor-paced - Instructor led on a course schedule,68028,Business & Management,16 weeks - 10–12 hours per week,https://www.edx.org/course/data-analytics-for-business?campaign=Data+Analytics%C2%A0for+Business&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fexcel-for-everyone-data-analysis-fundamentals, English
907,"7,511","Google Cloud Computing Foundations: Data, ML, and AI in Google Cloud",GoogleCloud,English,Introductory,Self-paced - Progress at your own speed,8163,Computer Science,2 weeks - 4–5 hours per week,https://www.edx.org/course/google-cloud-computing-foundations-data-ml-and-ai-in-google-cloud?campaign=Google+Cloud+Computing+Foundations%3A+Data%2C+ML%2C+and+AI+in+Google+Cloud&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fgoogle-cloud-computing-foundations-cloud-computing-fundamentals, English
908,-,Google Cloud Computing Foundations: Networking and Security in Google Cloud,GoogleCloud,English,Introductory,Self-paced - Progress at your own speed,8163,Computer Science,2 weeks - 4–5 hours per week,https://www.edx.org/course/google-cloud-computing-foundations-networking-and-security-in-google-cloud?campaign=Google+Cloud+Computing+Foundations%3A+Networking+and+Security+in+Google+Cloud&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fgoogle-cloud-computing-foundations-cloud-computing-fundamentals, English
909,"41,092",UML Class Diagrams for Software Engineering,KULeuvenX,English,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,3 weeks - 4–5 hours per week,https://www.edx.org/course/uml-class-diagrams-for-software-engineering?campaign=UML+Class+Diagrams+for+Software+Engineering&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fhow-to-code-simple-data, English
910,"6,95,335",CS50's Introduction to Artificial Intelligence with Python,HarvardX,English,Introductory,Self-paced - Progress at your own speed,20532,Computer Science,7 weeks - 10–30 hours per week,https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python?campaign=CS50%27s+Introduction+to+Artificial+Intelligence+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fhow-to-code-simple-data, English
911,"55,440",Computing for Data Analysis,GTx,English,Advanced,Instructor-paced - Instructor led on a course schedule,68028,Computer Science,15 weeks - 8–10 hours per week,https://www.edx.org/course/computing-data-analysis-gtx-cse6040x, English
912,"78,773",Introduction to Analytics Modeling,GTx,English,Advanced,Instructor-paced - Instructor led on a course schedule,68028,Data Analysis & Statistics,16 weeks - 8–10 hours per week,https://www.edx.org/course/introduction-analytics-modeling-gtx-isye6501x, English
913,-,AI Skills for Engineers: Data Engineering and Data Pipelines,DelftX,English,Introductory,Self-paced - Progress at your own speed,12286,Data Analysis & Statistics,6 weeks - 5–7 hours per week,https://www.edx.org/course/ai-skills-for-engineers-data-management-pipelines?campaign=AI+Skills+for+Engineers%3A+Data+Engineering+and+Data+Pipelines&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fsql-for-data-science, English
914,"40,780",Introduction to Data Science with Python,HarvardX,English,Intermediate,Self-paced - Progress at your own speed,24655,Data Analysis & Statistics,8 weeks - 3–4 hours per week,https://www.edx.org/course/introduction-to-data-science-with-python?campaign=Introduction+to+Data+Science+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fcs50s-introduction-to-artificial-intelligence-with-python, English
915,"21,222",Convex Optimization,StanfordOnline,English,Advanced,Self-paced - Progress at your own speed,0,Engineering,8 weeks - 10–15 hours per week,https://www.edx.org/course/convex-optimization?campaign=Convex+Optimization&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fcs50s-introduction-to-artificial-intelligence-with-python, English
916,-,Guided Project: Predict World Cup Soccer Results with ML,IBM,English,Introductory,Self-paced - Progress at your own speed,0,Computer Science,1 weeks - 1 hours per week,https://www.edx.org/course/world-cup-soccer-game-prediction-using-machine-learning?campaign=Guided+Project%3A+Predict+World+Cup+Soccer+Results+with+ML&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fintroduction-to-data-science-with-python, English
917,"9,672",Text Analytics 1: Introduction to Natural Language Processing,UCx,English,Introductory,Self-paced - Progress at your own speed,20532,Computer Science,6 weeks - 3–6 hours per week,https://www.edx.org/course/introducing-text-analytics?campaign=Text+Analytics+1%3A+Introduction+to+Natural+Language+Processing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fcourse%2Fintroduction-to-data-science-with-python, English
918,"28,188",Marketing Fundamentals: Who Is Your Customer?,BabsonX,English,Introductory,Self-paced - Progress at your own speed,16409,Business & Management,4 weeks - 4–6 hours per week,https://www.edx.org/course/marketing-fundamentals-who-is-your-customer?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=2&results_level=second-level-results&search_index=product&term=&campaign=Marketing+Fundamentals%3A+Who+Is+Your+Customer%3F&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
919,"21,052",Introduction to Jenkins,LinuxFoundationX,English,Introductory,Self-paced - Progress at your own speed,13935,Computer Science,12 weeks - 2–3 hours per week,https://www.edx.org/course/introduction-to-jenkins?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=4&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Jenkins&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
920,-,"DevOps on AWS: Code, Build, and Test",AWS,English,Intermediate,Self-paced - Progress at your own speed,4040,Computer Science,2 weeks - 2–4 hours per week,https://www.edx.org/course/devops-aws-code-build-test?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=6&results_level=second-level-results&search_index=product&term=&campaign=DevOps+on+AWS%3A+Code%2C+Build%2C+and+Test&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
921,"22,276","One Planet, One Ocean",SDGAcademyX,English,Intermediate,Self-paced - Progress at your own speed,0,Environmental Studies,6 weeks - 4–6 hours per week,https://www.edx.org/course/one-planet-one-ocean?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=7&results_level=second-level-results&search_index=product&term=&campaign=One+Planet%2C+One+Ocean&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
922,"20,466",Debate y argumentación,URosarioX,Español,Introductory,Self-paced - Progress at your own speed,1567,Humanities,4 weeks - 4–6 hours per week,https://www.edx.org/course/debate-y-argumentacion?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=8&results_level=second-level-results&search_index=product&term=&campaign=Debate+y+argumentaci%C3%B3n&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
923,-,Developing Your Personal Leadership Style,IUx,English,Introductory,Self-paced - Progress at your own speed,16409,Business & Management,4 weeks - 2–3 hours per week,https://www.edx.org/course/Personal-leadership-style?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=10&results_level=second-level-results&search_index=product&term=&campaign=Developing+Your+Personal+Leadership+Style&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
924,"5,233",Relationship Marketing Strategy for Financial Services,State-Bank-of-India,English,Intermediate,Self-paced - Progress at your own speed,6514,Business & Management,6 weeks - 1–3 hours per week,https://www.edx.org/course/relationship-marketing-strategy-for-financial-services?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=11&results_level=second-level-results&search_index=product&term=&campaign=Relationship+Marketing+Strategy+for+Financial+Services&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
925,"5,784",Python for Data Engineering Project,IBM,English,Intermediate,Self-paced - Progress at your own speed,2391,Data Analysis & Statistics,1 weeks - 4–5 hours per week,https://www.edx.org/course/python-for-data-engineering-project?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=12&results_level=second-level-results&search_index=product&term=&campaign=Python+for+Data+Engineering+Project&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
926,"5,745",GIS Image Analysis in ArcGIS Pro,AlaskaX,English,Intermediate,Self-paced - Progress at your own speed,18883,Engineering,4 weeks - 3–5 hours per week,https://www.edx.org/course/gis-image-analysis?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=13&results_level=second-level-results&search_index=product&term=&campaign=GIS+Image+Analysis+in+ArcGIS+Pro&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, Español"
927,"12,604",Logistics Fundamentals,logycaX,English,Introductory,Self-paced - Progress at your own speed,2309,Engineering,5 weeks - 4–7 hours per week,https://www.edx.org/course/logistics-fundamentals?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=15&results_level=second-level-results&search_index=product&term=&campaign=Logistics+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
1046,"21,514",First Nights - Handel's Messiah and Baroque Oratorio,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Humanities,3 weeks - 3–5 hours per week,https://www.edx.org/course/first-nights-handels-messiah-baroque-harvardx-mus24-2x, English
928,"5,735",Comparative Democratic Development Part I: Conditions of Democracy,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,4123,Social Sciences,7 weeks - 3–6 hours per week,https://www.edx.org/course/comparative-democratic-development-part-i-conditions-of-democracy?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=17&results_level=second-level-results&search_index=product&term=&campaign=Comparative+Democratic+Development+Part+I%3A+Conditions+of+Democracy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
929,"35,966",Macroeconomic Diagnostics,IMFx,English,Intermediate,Self-paced - Progress at your own speed,2061,Economics & Finance,6 weeks - 5–6 hours per week,https://www.edx.org/course/macroeconomic-diagnostics?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=20&results_level=second-level-results&search_index=product&term=&campaign=Macroeconomic+Diagnostics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
930,"11,867",PyTorch Basics for Machine Learning,IBM,English,Introductory,Self-paced - Progress at your own speed,3216,Data Analysis & Statistics,5 weeks - 4–5 hours per week,https://www.edx.org/course/pytorch-basics-for-machine-learning?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=21&results_level=second-level-results&search_index=product&term=&campaign=PyTorch+Basics+for+Machine+Learning&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
931,"33,281",Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,TokyoTechX,English,Introductory,Self-paced - Progress at your own speed,7339,Engineering,4 weeks - 2–3 hours per week,https://www.edx.org/course/introduction-to-electrical-and-electronic-engineer?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=23&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Electrical+and+Electronic+Engineering+-+%E9%9B%BB%E6%B0%97%E9%9B%BB%E5%AD%90%E5%B7%A5%E5%AD%A6%E5%85%A5%E9%96%80+-&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, 日本語"
932,"21,111",Fundamentos de Mecánica para Ingeniería,UPValenciaX,Español,Introductory,Self-paced - Progress at your own speed,3628,Physics,6 weeks - 3–4 hours per week,https://www.edx.org/course/fundamentos-de-mecanica-para-ingenieria?index=product&queryID=1d359b5d0403dfa6fe38868c788b4a20&position=24&results_level=second-level-results&search_index=product&term=&campaign=Fundamentos+de+Mec%C3%A1nica+para+Ingenier%C3%ADa&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
933,"9,489",Quantitative Marketing Research,IIMBx,English,Introductory,Self-paced - Progress at your own speed,13935,Business & Management,5 weeks - 3–4 hours per week,https://www.edx.org/course/quantitative-marketing-research?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=1&results_level=second-level-results&search_index=product&term=&campaign=Quantitative+Marketing+Research&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
934,"26,881",Japanese Books: From Manuscript to Print,HarvardX,English,Introductory,Self-paced - Progress at your own speed,10637,Art & Culture,9 weeks - 1–2 hours per week,https://www.edx.org/course/japanese-books-from-manuscript-to-print?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=2&results_level=second-level-results&search_index=product&term=&campaign=Japanese+Books%3A+From+Manuscript+to+Print&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
935,"20,937",Grabar y mezclar música,BerkleeX,Español,Introductory,Self-paced - Progress at your own speed,4040,Music,4 weeks - 3–5 hours per week,https://www.edx.org/course/grabar-y-mezclar-musica?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=3&results_level=second-level-results&search_index=product&term=&campaign=Grabar+y+mezclar+m%C3%BAsica&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
936,-,How to Use ChatGPT in Business,edX,English,Intermediate,Self-paced - Progress at your own speed,1649,Computer Science,1 weeks - 1–2 hours per week,https://www.edx.org/course/how-to-use-chatgpt-in-business?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=4&results_level=second-level-results&search_index=product&term=&campaign=How+to+Use+ChatGPT+in+Business&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
937,"60,973",El cerebro y las emociones en el lenguaje,URosarioX,Español,Introductory,Self-paced - Progress at your own speed,4040,Communication,5 weeks - 4–5 hours per week,https://www.edx.org/course/el-cerebro-y-las-emociones-en-el-lenguaje?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=6&results_level=second-level-results&search_index=product&term=&campaign=El+cerebro+y+las+emociones+en+el+lenguaje&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
938,"18,662",Energía eléctrica: conceptos y principios básicos,TecdeMonterreyX,Español,Intermediate,Self-paced - Progress at your own speed,4040,Engineering,7 weeks - 4–5 hours per week,https://www.edx.org/course/energia-electrica-conceptos-y-principios-basicos?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=7&results_level=second-level-results&search_index=product&term=&campaign=Energ%C3%ADa+el%C3%A9ctrica%3A+conceptos+y+principios+b%C3%A1sicos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
939,-,Cities and Climate Change: Mitigation and Adaptation,MITx,English,Introductory,Instructor-paced - Instructor led on a course schedule,4040,Environmental Studies,12 weeks - 4–6 hours per week,https://www.edx.org/course/cities-and-climate-change-mitigation-and-adaptation?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=8&results_level=second-level-results&search_index=product&term=&campaign=Cities+and+Climate+Change%3A+Mitigation+and+Adaptation&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
940,"22,875",Fundamentos de la guitarra eléctrica y acústica,BerkleeX,Español,Introductory,Self-paced - Progress at your own speed,4040,Music,6 weeks - 2–5 hours per week,https://www.edx.org/course/fundamentos-de-la-guitarra-electrica-y-acustica?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=9&results_level=second-level-results&search_index=product&term=&campaign=Fundamentos+de+la+guitarra+el%C3%A9ctrica+y+ac%C3%BAstica&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
1047,"10,894",First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Humanities,3 weeks - 3–5 hours per week,https://www.edx.org/course/first-nights-berliozs-symphonie-harvardx-mus24-4x, English
941,"13,651",Enterprise Selling,QueensX,English,Introductory,Self-paced - Progress at your own speed,13935,Business & Management,6 weeks - 4–6 hours per week,https://www.edx.org/course/enterprise-selling?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=10&results_level=second-level-results&search_index=product&term=&campaign=Enterprise+Selling&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
942,"11,410",Introducción a Ciencias de Datos y Estadística Básica para Negocios,TecdeMonterreyX,Español,Advanced,Self-paced - Progress at your own speed,5690,Data Analysis & Statistics,4 weeks - 5–8 hours per week,https://www.edx.org/course/introduccion-a-ciencias-de-datos-y-estadistica-basica-para-negocios?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=11&results_level=second-level-results&search_index=product&term=&campaign=Introducci%C3%B3n+a+Ciencias+de+Datos+y+Estad%C3%ADstica+B%C3%A1sica+para+Negocios&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
943,"6,157",Revenue Forecasting and Analysis,IMFx,English,Intermediate,Self-paced - Progress at your own speed,2061,Economics & Finance,8 weeks - 3–4 hours per week,https://www.edx.org/course/revenue-forecasting-and-analysis?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=12&results_level=second-level-results&search_index=product&term=&campaign=Revenue+Forecasting+and+Analysis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
